Observation id,Comment,Start time,Stop time,Duration (s)
039 - Glen Morris Dr - 2 crows - Baited,,0.0,0.903,0.903
039 - Glen Morris Dr - 2 crows - Baited,,6.402,7.65,1.248
039 - Glen Morris Dr - 2 crows - Baited,,9.9,11.149,1.249
039 - Glen Morris Dr - 2 crows - Baited,,14.901,15.4,0.499
039 - Glen Morris Dr - 2 crows - Baited,,16.651,18.416,1.765
039 - Glen Morris Dr - 2 crows - Baited,,19.413,19.652,0.239
039 - Glen Morris Dr - 2 crows - Baited,,20.155,21.153,0.998
039 - Glen Morris Dr - 2 crows - Baited,,26.914,30.415,3.501
039 - Glen Morris Dr - 2 crows - Baited,,32.41,34.153,1.743
039 - Glen Morris Dr - 2 crows - Baited,,36.154,38.413,2.259
039 - Glen Morris Dr - 2 crows - Baited,,40.413,43.653,3.240
039 - Glen Morris Dr - 2 crows - Baited,,50.655,53.913,3.258
039 - Glen Morris Dr - 2 crows - Baited,,57.153,57.914,0.761
039 - Glen Morris Dr - 2 crows - Baited,,61.414,65.155,3.741
039 - Glen Morris Dr - 2 crows - Baited,,65.655,66.413,0.758
039 - Glen Morris Dr - 2 crows - Baited,,66.654,68.7,2.046
039 - Glen Morris Dr - 2 crows - Baited,,72.468,73.962,1.494
039 - Glen Morris Dr - 2 crows - Baited,,79.463,90.961,11.498
039 - Glen Morris Dr - 2 crows - Baited,,102.706,103.203,0.497
039 - Glen Morris Dr - 2 crows - Baited,,112.241,117.0,4.759
039 - Glen Morris Dr - 2 crows - Baited,,124.74,126.74,2.000
039 - Glen Morris Dr - 2 crows - Baited,,138.999,140.739,1.740
