Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,1.901,3.65,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,3.886,5.135,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,5.386,5.885,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,9.142,9.891,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,20.392,21.141,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,21.642,22.391,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,23.642,24.641,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,26.41,27.159,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,28.41,28.909,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,30.91,31.409,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,33.91,34.409,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,38.66,43.909,5.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,43.91,44.659,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,44.66,48.159,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,52.16,52.684,0.524
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,70.453,72.952,2.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,80.953,81.452,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,86.203,86.952,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,86.953,87.202,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,87.203,91.202,3.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,93.453,94.452,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,98.703,99.702,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,99.703,100.952,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,102.453,103.702,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,107.953,110.993,3.040
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,110.994,112.243,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,112.244,113.743,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,114.244,114.993,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,114.994,115.743,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,118.744,119.752,1.008
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,119.753,120.502,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,120.503,122.502,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,124.503,126.002,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,130.753,131.002,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,131.003,131.502,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,133.014,136.015,3.001
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,142.516,146.515,3.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,156.766,157.265,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,158.016,160.015,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,173.016,173.265,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,173.266,173.765,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,173.766,176.515,2.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,187.016,187.765,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,189.266,190.265,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,192.766,193.265,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,195.516,196.015,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,196.016,196.515,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,196.516,197.015,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,200.766,201.765,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,207.266,208.015,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,208.016,208.765,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,208.766,209.015,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,212.266,213.015,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,214.766,215.765,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,217.766,220.015,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,220.516,220.853,0.337
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,220.854,222.103,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,227.854,228.353,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,228.604,229.353,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,229.354,230.353,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,231.604,233.365,1.761
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,233.366,233.865,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,233.866,235.115,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,258.881,259.63,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,259.631,259.88,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,259.881,261.63,1.749
