Observation id,Comment,Start time,Stop time,Duration (s)
025 - FVM - 2 crows - Baited,,0.0,1.901,1.901
025 - FVM - 2 crows - Baited,,1202.704,1203.94,1.236
025 - FVM - 2 crows - Baited,,1207.939,1213.462,5.523
025 - FVM - 2 crows - Baited,,1258.243,1258.741,0.498
025 - FVM - 2 crows - Baited,,1260.517,1261.747,1.230
025 - FVM - 2 crows - Baited,,1495.233,1497.48,2.247
025 - FVM - 2 crows - Baited,,1498.733,1501.237,2.504
025 - FVM - 2 crows - Baited,,1502.738,1505.241,2.503
025 - FVM - 2 crows - Baited,,1509.766,1510.774,1.008
025 - FVM - 2 crows - Baited,,1510.775,1512.775,2.000
025 - FVM - 2 crows - Baited,,1522.774,1525.011,2.237
