Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,28.155,29.154,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,64.435,66.684,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,75.954,76.203,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,76.709,79.208,2.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,79.459,84.958,5.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,86.709,88.708,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,92.225,94.224,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,99.232,102.981,3.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,103.482,104.731,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,105.732,106.981,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,107.482,110.231,2.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,112.482,112.981,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,114.232,114.981,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,116.732,119.731,2.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,127.232,128.481,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,129.232,129.731,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,136.981,136.982,0.001
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,142.982,143.981,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,152.285,154.784,2.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,161.285,161.784,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,163.535,164.284,0.749
