Observation id,Comment,Start time,Stop time,Duration (s)
042 - CIBC PLot - 2 crows - Baited,,202.586,203.085,0.499
042 - CIBC PLot - 2 crows - Baited,,204.086,205.335,1.249
042 - CIBC PLot - 2 crows - Baited,,218.835,219.691,0.856
042 - CIBC PLot - 2 crows - Baited,,221.604,223.103,1.499
042 - CIBC PLot - 2 crows - Baited,,277.652,278.654,1.002
042 - CIBC PLot - 2 crows - Baited,,292.658,293.655,0.997
042 - CIBC PLot - 2 crows - Baited,,322.949,323.45,0.501
042 - CIBC PLot - 2 crows - Baited,,335.455,335.948,0.493
042 - CIBC PLot - 2 crows - Baited,,337.71,339.452,1.742
042 - CIBC PLot - 2 crows - Baited,,345.452,348.711,3.259
042 - CIBC PLot - 2 crows - Baited,,399.953,400.952,0.999
042 - CIBC PLot - 2 crows - Baited,,404.708,406.45,1.742
