Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,22.905,24.904,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,25.905,28.154,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,49.155,50.154,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,50.155,50.654,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,50.655,51.404,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,51.405,52.684,1.279
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,52.685,53.434,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,54.185,55.184,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,55.685,56.934,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,56.935,61.934,4.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,61.935,62.934,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,62.935,64.434,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,67.935,69.452,1.517
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,69.453,70.202,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,70.203,71.703,1.500
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,71.704,72.203,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,74.454,75.953,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,97.725,98.224,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,120.732,121.731,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,122.232,125.981,3.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,132.732,134.731,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,143.982,149.231,5.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,155.785,156.534,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,160.035,161.284,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,166.048,168.047,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,199.832,200.581,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,202.832,203.831,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,204.832,205.331,0.499
