Observation id,Comment,Start time,Stop time,Duration (s)
033 - NF Subways PLot - 2 crows - Baited,,97.48,98.982,1.502
033 - NF Subways PLot - 2 crows - Baited,,99.232,99.732,0.500
033 - NF Subways PLot - 2 crows - Baited,,103.235,104.231,0.996
033 - NF Subways PLot - 2 crows - Baited,,104.232,107.482,3.250
033 - NF Subways PLot - 2 crows - Baited,,107.483,110.742,3.259
033 - NF Subways PLot - 2 crows - Baited,,119.243,120.249,1.006
033 - NF Subways PLot - 2 crows - Baited,,363.977,365.226,1.249
033 - NF Subways PLot - 2 crows - Baited,,374.757,383.269,8.512
033 - NF Subways PLot - 2 crows - Baited,,386.01,388.267,2.257
033 - NF Subways PLot - 2 crows - Baited,,390.01,391.01,1.000
033 - NF Subways PLot - 2 crows - Baited,,402.27,403.772,1.502
033 - NF Subways PLot - 2 crows - Baited,,494.108,494.877,0.769
033 - NF Subways PLot - 2 crows - Baited,,496.867,498.129,1.262
033 - NF Subways PLot - 2 crows - Baited,,502.901,503.629,0.728
033 - NF Subways PLot - 2 crows - Baited,,505.893,510.635,4.742
033 - NF Subways PLot - 2 crows - Baited,,516.635,519.135,2.500
033 - NF Subways PLot - 2 crows - Baited,,521.92,525.413,3.493
033 - NF Subways PLot - 2 crows - Baited,,527.655,538.159,10.504
033 - NF Subways PLot - 2 crows - Baited,,708.286,710.784,2.498
033 - NF Subways PLot - 2 crows - Baited,,1172.056,1172.804,0.748
033 - NF Subways PLot - 2 crows - Baited,,1175.815,1176.563,0.748
033 - NF Subways PLot - 2 crows - Baited,,1179.311,1180.307,0.996
033 - NF Subways PLot - 2 crows - Baited,,1180.812,1183.567,2.755
033 - NF Subways PLot - 2 crows - Baited,,1186.069,1186.817,0.748
033 - NF Subways PLot - 2 crows - Baited,,1190.581,1191.079,0.498
033 - NF Subways PLot - 2 crows - Baited,,1193.325,1194.591,1.266
