Observation id,Comment,Start time,Stop time,Duration (s)
038 - Landcaster Park - 3 crows - No Bait,,8.657,9.915,1.258
038 - Landcaster Park - 3 crows - No Bait,,11.429,43.155,31.726
038 - Landcaster Park - 3 crows - No Bait,,44.911,53.914,9.003
038 - Landcaster Park - 3 crows - No Bait,,93.434,95.655,2.221
038 - Landcaster Park - 3 crows - No Bait,,96.159,97.158,0.999
038 - Landcaster Park - 3 crows - No Bait,,100.16,100.664,0.504
038 - Landcaster Park - 3 crows - No Bait,,101.166,104.911,3.745
038 - Landcaster Park - 3 crows - No Bait,,105.155,108.413,3.258
038 - Landcaster Park - 3 crows - No Bait,,109.914,113.92,4.006
038 - Landcaster Park - 3 crows - No Bait,,114.661,116.409,1.748
038 - Landcaster Park - 3 crows - No Bait,,116.911,117.91,0.999
038 - Landcaster Park - 3 crows - No Bait,,119.16,119.658,0.498
038 - Landcaster Park - 3 crows - No Bait,,121.657,123.911,2.254
038 - Landcaster Park - 3 crows - No Bait,,129.656,130.262,0.606
038 - Landcaster Park - 3 crows - No Bait,,134.049,135.269,1.220
038 - Landcaster Park - 3 crows - No Bait,,143.269,143.766,0.497
038 - Landcaster Park - 3 crows - No Bait,,145.269,148.525,3.256
038 - Landcaster Park - 3 crows - No Bait,,158.767,161.022,2.255
038 - Landcaster Park - 3 crows - No Bait,,161.527,163.772,2.245
038 - Landcaster Park - 3 crows - No Bait,,165.768,166.8,1.032
038 - Landcaster Park - 3 crows - No Bait,,170.808,171.556,0.748
038 - Landcaster Park - 3 crows - No Bait,,185.06,186.304,1.244
038 - Landcaster Park - 3 crows - No Bait,,191.304,193.061,1.757
038 - Landcaster Park - 3 crows - No Bait,,194.56,195.06,0.500
