Observation id,Comment,Start time,Stop time,Duration (s)
027 - FVM - 2 crows - Baited,,0.0,5.153,5.153
027 - FVM - 2 crows - Baited,,7.154,17.653,10.499
027 - FVM - 2 crows - Baited,,22.153,23.653,1.500
027 - FVM - 2 crows - Baited,,28.401,28.914,0.513
027 - FVM - 2 crows - Baited,,31.665,32.663,0.998
027 - FVM - 2 crows - Baited,,33.416,34.999,1.583
027 - FVM - 2 crows - Baited,,42.171,42.678,0.507
027 - FVM - 2 crows - Baited,,47.935,52.43,4.495
027 - FVM - 2 crows - Baited,,53.945,56.431,2.486
027 - FVM - 2 crows - Baited,,56.961,59.685,2.724
027 - FVM - 2 crows - Baited,,60.931,65.434,4.503
027 - FVM - 2 crows - Baited,,67.436,67.934,0.498
027 - FVM - 2 crows - Baited,,68.436,68.704,0.268
027 - FVM - 2 crows - Baited,,71.706,72.706,1.000
027 - FVM - 2 crows - Baited,,74.959,80.978,6.019
027 - FVM - 2 crows - Baited,,81.98,85.485,3.505
027 - FVM - 2 crows - Baited,,88.725,113.496,24.771
027 - FVM - 2 crows - Baited,,116.992,118.495,1.503
027 - FVM - 2 crows - Baited,,120.497,121.491,0.994
027 - FVM - 2 crows - Baited,,123.499,125.991,2.492
027 - FVM - 2 crows - Baited,,132.495,132.994,0.499
027 - FVM - 2 crows - Baited,,141.997,142.993,0.996
