Observation id,Comment,Start time,Stop time,Duration (s)
043-2 - Esso PLot - 25 crows - Baited,,6.652,7.652,1.000
043-2 - Esso PLot - 25 crows - Baited,,9.402,9.65,0.248
043-2 - Esso PLot - 25 crows - Baited,,14.651,16.401,1.750
043-2 - Esso PLot - 25 crows - Baited,,19.404,21.154,1.750
043-2 - Esso PLot - 25 crows - Baited,,22.153,23.402,1.249
043-2 - Esso PLot - 25 crows - Baited,,23.406,27.656,4.250
043-2 - Esso PLot - 25 crows - Baited,,28.406,29.412,1.006
043-2 - Esso PLot - 25 crows - Baited,,36.671,37.419,0.748
043-2 - Esso PLot - 25 crows - Baited,,42.671,43.671,1.000
043-2 - Esso PLot - 25 crows - Baited,,43.672,44.17,0.498
