Observation id,Comment,Start time,Stop time,Duration (s)
042 - CIBC PLot - 2 crows - Baited,,203.086,204.085,0.999
042 - CIBC PLot - 2 crows - Baited,,210.086,211.584,1.498
042 - CIBC PLot - 2 crows - Baited,,213.837,214.589,0.752
042 - CIBC PLot - 2 crows - Baited,,216.336,217.834,1.498
042 - CIBC PLot - 2 crows - Baited,,220.353,221.603,1.250
042 - CIBC PLot - 2 crows - Baited,,224.852,225.353,0.501
042 - CIBC PLot - 2 crows - Baited,,226.352,227.118,0.766
042 - CIBC PLot - 2 crows - Baited,,270.651,270.657,0.006
042 - CIBC PLot - 2 crows - Baited,,271.656,272.176,0.520
042 - CIBC PLot - 2 crows - Baited,,273.654,273.895,0.241
042 - CIBC PLot - 2 crows - Baited,,274.896,275.394,0.498
042 - CIBC PLot - 2 crows - Baited,,276.653,277.651,0.998
042 - CIBC PLot - 2 crows - Baited,,279.398,279.897,0.499
042 - CIBC PLot - 2 crows - Baited,,280.894,283.152,2.258
042 - CIBC PLot - 2 crows - Baited,,284.675,285.415,0.740
042 - CIBC PLot - 2 crows - Baited,,285.898,286.394,0.496
042 - CIBC PLot - 2 crows - Baited,,286.895,287.893,0.998
042 - CIBC PLot - 2 crows - Baited,,289.396,292.155,2.759
042 - CIBC PLot - 2 crows - Baited,,295.653,296.152,0.499
042 - CIBC PLot - 2 crows - Baited,,296.654,297.395,0.741
042 - CIBC PLot - 2 crows - Baited,,299.895,300.155,0.260
042 - CIBC PLot - 2 crows - Baited,,301.651,302.392,0.741
042 - CIBC PLot - 2 crows - Baited,,303.153,303.894,0.741
042 - CIBC PLot - 2 crows - Baited,,304.895,305.394,0.499
042 - CIBC PLot - 2 crows - Baited,,305.894,308.894,3.000
042 - CIBC PLot - 2 crows - Baited,,310.651,311.396,0.745
042 - CIBC PLot - 2 crows - Baited,,312.198,312.71,0.512
042 - CIBC PLot - 2 crows - Baited,,314.211,322.948,8.737
042 - CIBC PLot - 2 crows - Baited,,324.453,325.71,1.257
042 - CIBC PLot - 2 crows - Baited,,326.709,327.95,1.241
042 - CIBC PLot - 2 crows - Baited,,329.206,329.709,0.503
042 - CIBC PLot - 2 crows - Baited,,334.449,335.454,1.005
042 - CIBC PLot - 2 crows - Baited,,336.707,337.709,1.002
042 - CIBC PLot - 2 crows - Baited,,339.453,342.207,2.754
042 - CIBC PLot - 2 crows - Baited,,343.709,345.451,1.742
042 - CIBC PLot - 2 crows - Baited,,348.712,355.209,6.497
042 - CIBC PLot - 2 crows - Baited,,355.953,357.948,1.995
042 - CIBC PLot - 2 crows - Baited,,361.472,361.948,0.476
042 - CIBC PLot - 2 crows - Baited,,363.211,363.707,0.496
042 - CIBC PLot - 2 crows - Baited,,365.208,365.709,0.501
042 - CIBC PLot - 2 crows - Baited,,367.487,367.716,0.229
042 - CIBC PLot - 2 crows - Baited,,370.71,371.45,0.740
042 - CIBC PLot - 2 crows - Baited,,373.208,373.451,0.243
042 - CIBC PLot - 2 crows - Baited,,374.462,376.708,2.246
042 - CIBC PLot - 2 crows - Baited,,378.95,382.454,3.504
042 - CIBC PLot - 2 crows - Baited,,385.207,390.448,5.241
042 - CIBC PLot - 2 crows - Baited,,391.952,392.449,0.497
042 - CIBC PLot - 2 crows - Baited,,394.451,395.967,1.516
042 - CIBC PLot - 2 crows - Baited,,396.954,399.952,2.998
042 - CIBC PLot - 2 crows - Baited,,401.735,404.707,2.972
