Observation id,Comment,Start time,Stop time,Duration (s)
030 - FVM - 2 crows - Baited,,93.728,94.478,0.750
030 - FVM - 2 crows - Baited,,94.479,95.227,0.748
030 - FVM - 2 crows - Baited,,96.978,100.234,3.256
030 - FVM - 2 crows - Baited,,102.24,104.736,2.496
030 - FVM - 2 crows - Baited,,105.236,106.236,1.000
030 - FVM - 2 crows - Baited,,110.237,111.498,1.261
030 - FVM - 2 crows - Baited,,125.259,125.758,0.499
030 - FVM - 2 crows - Baited,,128.26,128.507,0.247
030 - FVM - 2 crows - Baited,,131.008,131.758,0.750
030 - FVM - 2 crows - Baited,,140.02,141.024,1.004
030 - FVM - 2 crows - Baited,,160.263,161.02,0.757
030 - FVM - 2 crows - Baited,,162.024,164.261,2.237
030 - FVM - 2 crows - Baited,,172.76,176.056,3.296
030 - FVM - 2 crows - Baited,,176.559,181.056,4.497
030 - FVM - 2 crows - Baited,,184.128,187.806,3.678
030 - FVM - 2 crows - Baited,,189.806,191.307,1.501
030 - FVM - 2 crows - Baited,,191.812,194.077,2.265
030 - FVM - 2 crows - Baited,,207.574,207.808,0.234
030 - FVM - 2 crows - Baited,,216.811,217.81,0.999
