Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,0.0,9.411,9.411
038-2 - Dairy Queen PLot - 7 crows - Baited,,9.914,12.909,2.995
038-2 - Dairy Queen PLot - 7 crows - Baited,,13.663,21.917,8.254
038-2 - Dairy Queen PLot - 7 crows - Baited,,22.913,25.416,2.503
038-2 - Dairy Queen PLot - 7 crows - Baited,,26.653,28.912,2.259
038-2 - Dairy Queen PLot - 7 crows - Baited,,93.977,95.226,1.249
038-2 - Dairy Queen PLot - 7 crows - Baited,,95.978,96.728,0.750
038-2 - Dairy Queen PLot - 7 crows - Baited,,99.995,101.235,1.240
038-2 - Dairy Queen PLot - 7 crows - Baited,,102.236,102.995,0.759
038-2 - Dairy Queen PLot - 7 crows - Baited,,106.0,106.733,0.733
038-2 - Dairy Queen PLot - 7 crows - Baited,,109.236,109.734,0.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,110.493,110.994,0.501
038-2 - Dairy Queen PLot - 7 crows - Baited,,111.498,111.733,0.235
038-2 - Dairy Queen PLot - 7 crows - Baited,,114.495,115.235,0.740
038-2 - Dairy Queen PLot - 7 crows - Baited,,120.235,121.494,1.259
038-2 - Dairy Queen PLot - 7 crows - Baited,,122.497,122.995,0.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,124.233,124.493,0.260
038-2 - Dairy Queen PLot - 7 crows - Baited,,126.997,127.993,0.996
038-2 - Dairy Queen PLot - 7 crows - Baited,,242.163,243.137,0.974
038-2 - Dairy Queen PLot - 7 crows - Baited,,268.891,269.14,0.249
038-2 - Dairy Queen PLot - 7 crows - Baited,,269.89,270.649,0.759
038-2 - Dairy Queen PLot - 7 crows - Baited,,272.654,273.89,1.236
038-2 - Dairy Queen PLot - 7 crows - Baited,,277.648,278.645,0.997
038-2 - Dairy Queen PLot - 7 crows - Baited,,286.141,286.89,0.749
038-2 - Dairy Queen PLot - 7 crows - Baited,,291.895,292.153,0.258
038-2 - Dairy Queen PLot - 7 crows - Baited,,293.391,297.183,3.792
038-2 - Dairy Queen PLot - 7 crows - Baited,,307.431,308.428,0.997
038-2 - Dairy Queen PLot - 7 crows - Baited,,310.693,311.19,0.497
038-2 - Dairy Queen PLot - 7 crows - Baited,,312.689,313.693,1.004
038-2 - Dairy Queen PLot - 7 crows - Baited,,316.433,317.692,1.259
038-2 - Dairy Queen PLot - 7 crows - Baited,,324.221,324.456,0.235
