Observation id,Comment,Start time,Stop time,Duration (s)
036 - FVM - 2 crows - Baited,,9.935,10.649,0.714
036 - FVM - 2 crows - Baited,,12.651,13.15,0.499
036 - FVM - 2 crows - Baited,,14.902,15.65,0.748
036 - FVM - 2 crows - Baited,,18.915,19.417,0.502
036 - FVM - 2 crows - Baited,,22.157,22.653,0.496
036 - FVM - 2 crows - Baited,,24.156,25.156,1.000
036 - FVM - 2 crows - Baited,,29.654,30.654,1.000
036 - FVM - 2 crows - Baited,,31.655,32.655,1.000
036 - FVM - 2 crows - Baited,,45.156,46.655,1.499
036 - FVM - 2 crows - Baited,,49.156,49.656,0.500
036 - FVM - 2 crows - Baited,,50.413,50.916,0.503
036 - FVM - 2 crows - Baited,,52.415,55.691,3.276
036 - FVM - 2 crows - Baited,,56.95,59.449,2.499
036 - FVM - 2 crows - Baited,,690.571,693.821,3.250
036 - FVM - 2 crows - Baited,,696.829,699.328,2.499
036 - FVM - 2 crows - Baited,,704.834,706.584,1.750
036 - FVM - 2 crows - Baited,,711.349,712.09,0.741
036 - FVM - 2 crows - Baited,,712.84,714.089,1.249
036 - FVM - 2 crows - Baited,,716.347,716.847,0.500
036 - FVM - 2 crows - Baited,,718.348,721.596,3.248
036 - FVM - 2 crows - Baited,,725.598,727.347,1.749
036 - FVM - 2 crows - Baited,,728.098,728.597,0.499
036 - FVM - 2 crows - Baited,,729.347,732.097,2.750
036 - FVM - 2 crows - Baited,,732.347,735.597,3.250
036 - FVM - 2 crows - Baited,,736.847,738.097,1.250
036 - FVM - 2 crows - Baited,,739.098,739.346,0.248
036 - FVM - 2 crows - Baited,,748.597,749.847,1.250
036 - FVM - 2 crows - Baited,,751.598,752.346,0.748
036 - FVM - 2 crows - Baited,,758.097,759.346,1.249
036 - FVM - 2 crows - Baited,,760.598,762.115,1.517
036 - FVM - 2 crows - Baited,,764.608,766.598,1.990
036 - FVM - 2 crows - Baited,,862.353,863.352,0.999
036 - FVM - 2 crows - Baited,,868.111,870.002,1.891
036 - FVM - 2 crows - Baited,,876.771,877.508,0.737
036 - FVM - 2 crows - Baited,,882.274,883.766,1.492
036 - FVM - 2 crows - Baited,,891.78,893.779,1.999
036 - FVM - 2 crows - Baited,,903.28,907.281,4.001
036 - FVM - 2 crows - Baited,,907.78,908.519,0.739
036 - FVM - 2 crows - Baited,,910.542,911.041,0.499
036 - FVM - 2 crows - Baited,,913.542,914.041,0.499
036 - FVM - 2 crows - Baited,,915.293,915.541,0.248
036 - FVM - 2 crows - Baited,,917.042,917.293,0.251
036 - FVM - 2 crows - Baited,,920.792,921.291,0.499
036 - FVM - 2 crows - Baited,,928.558,929.56,1.002
036 - FVM - 2 crows - Baited,,932.562,935.567,3.005
036 - FVM - 2 crows - Baited,,940.83,941.565,0.735
036 - FVM - 2 crows - Baited,,948.839,949.338,0.499
036 - FVM - 2 crows - Baited,,954.838,955.579,0.741
036 - FVM - 2 crows - Baited,,956.579,961.838,5.259
036 - FVM - 2 crows - Baited,,968.08,968.577,0.497
036 - FVM - 2 crows - Baited,,971.079,971.578,0.499
036 - FVM - 2 crows - Baited,,974.337,974.58,0.243
036 - FVM - 2 crows - Baited,,979.082,979.334,0.252
036 - FVM - 2 crows - Baited,,981.836,982.076,0.240
036 - FVM - 2 crows - Baited,,985.079,986.092,1.013
036 - FVM - 2 crows - Baited,,988.577,989.076,0.499
036 - FVM - 2 crows - Baited,,994.836,998.38,3.544
