Observation id,Comment,Start time,Stop time,Duration (s)
027 - FVM - 2 crows - Baited,,5.154,7.153,1.999
027 - FVM - 2 crows - Baited,,17.654,22.152,4.498
027 - FVM - 2 crows - Baited,,23.654,28.4,4.746
027 - FVM - 2 crows - Baited,,28.915,31.664,2.749
027 - FVM - 2 crows - Baited,,32.664,33.416,0.752
027 - FVM - 2 crows - Baited,,35.0,42.17,7.170
027 - FVM - 2 crows - Baited,,56.432,56.96,0.528
027 - FVM - 2 crows - Baited,,59.686,60.93,1.244
027 - FVM - 2 crows - Baited,,65.435,67.435,2.000
027 - FVM - 2 crows - Baited,,67.935,68.435,0.500
027 - FVM - 2 crows - Baited,,70.206,71.705,1.499
027 - FVM - 2 crows - Baited,,72.707,74.958,2.251
027 - FVM - 2 crows - Baited,,80.979,81.979,1.000
027 - FVM - 2 crows - Baited,,86.975,88.724,1.749
027 - FVM - 2 crows - Baited,,113.497,116.991,3.494
027 - FVM - 2 crows - Baited,,118.496,120.496,2.000
027 - FVM - 2 crows - Baited,,121.492,123.498,2.006
027 - FVM - 2 crows - Baited,,129.499,132.494,2.995
027 - FVM - 2 crows - Baited,,132.995,141.996,9.001
