Observation id,Comment,Start time,Stop time,Duration (s)
029 - FVM - 2 crows - Baited,,299.682,302.716,3.034
029 - FVM - 2 crows - Baited,,307.236,312.441,5.205
029 - FVM - 2 crows - Baited,,316.449,317.198,0.749
029 - FVM - 2 crows - Baited,,318.949,319.448,0.499
029 - FVM - 2 crows - Baited,,320.701,322.24,1.539
029 - FVM - 2 crows - Baited,,322.957,324.208,1.251
029 - FVM - 2 crows - Baited,,325.46,326.275,0.815
029 - FVM - 2 crows - Baited,,326.956,327.777,0.821
029 - FVM - 2 crows - Baited,,329.457,329.781,0.324
029 - FVM - 2 crows - Baited,,330.459,331.309,0.850
029 - FVM - 2 crows - Baited,,332.459,333.457,0.998
029 - FVM - 2 crows - Baited,,334.459,335.205,0.746
029 - FVM - 2 crows - Baited,,337.211,339.708,2.497
029 - FVM - 2 crows - Baited,,340.459,342.476,2.017
029 - FVM - 2 crows - Baited,,342.974,343.723,0.749
029 - FVM - 2 crows - Baited,,346.474,348.475,2.001
029 - FVM - 2 crows - Baited,,349.974,350.226,0.252
029 - FVM - 2 crows - Baited,,352.876,354.475,1.599
