Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,0.0,1.9,1.900
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,2.651,4.136,1.485
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,4.137,5.638,1.501
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,15.397,19.897,4.500
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,23.404,24.906,1.502
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,140.274,141.523,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,142.287,147.272,4.985
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,155.789,156.288,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,162.54,163.791,1.251
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,165.04,171.039,5.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,173.79,175.044,1.254
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,182.54,183.315,0.775
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,184.317,184.815,0.498
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,193.067,194.819,1.752
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,195.567,196.315,0.748
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,196.316,197.566,1.250
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,201.067,203.577,2.510
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,205.567,206.066,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,206.067,206.815,0.748
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,207.817,208.815,0.998
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,211.571,212.066,0.495
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,212.067,213.595,1.528
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,222.101,224.857,2.756
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,225.609,227.857,2.248
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,228.358,228.859,0.501
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,228.86,229.108,0.248
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,232.115,234.608,2.493
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,240.858,241.358,0.500
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,242.863,243.357,0.494
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,243.358,244.858,1.500
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,249.359,249.882,0.523
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,249.883,254.633,4.750
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,264.134,266.883,2.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,268.134,270.143,2.009
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,282.634,283.882,1.248
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,294.141,295.891,1.750
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,303.391,306.89,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,340.175,341.429,1.254
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,341.43,341.925,0.495
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,341.926,342.928,1.002
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,347.182,349.431,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,354.183,354.932,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,354.933,356.932,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,356.933,357.191,0.258
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,368.439,370.182,1.743
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,372.683,375.682,2.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,384.466,396.231,11.765
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,400.236,402.236,2.000
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,406.237,406.985,0.748
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,408.986,410.738,1.752
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,421.239,421.736,0.497
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,428.986,429.485,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,433.986,434.735,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,447.526,448.025,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,448.026,448.529,0.503
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,457.286,457.775,0.489
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,524.093,526.592,2.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,562.62,563.869,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,571.654,572.412,0.758
