Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,0.0,11.912,11.912
038-2 - Dairy Queen PLot - 7 crows - Baited,,12.159,17.417,5.258
038-2 - Dairy Queen PLot - 7 crows - Baited,,22.158,31.157,8.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,37.413,41.414,4.001
038-2 - Dairy Queen PLot - 7 crows - Baited,,42.675,43.423,0.748
038-2 - Dairy Queen PLot - 7 crows - Baited,,47.673,47.938,0.265
038-2 - Dairy Queen PLot - 7 crows - Baited,,50.939,52.675,1.736
038-2 - Dairy Queen PLot - 7 crows - Baited,,55.179,55.436,0.257
038-2 - Dairy Queen PLot - 7 crows - Baited,,57.438,58.436,0.998
038-2 - Dairy Queen PLot - 7 crows - Baited,,61.176,61.439,0.263
038-2 - Dairy Queen PLot - 7 crows - Baited,,64.436,66.939,2.503
038-2 - Dairy Queen PLot - 7 crows - Baited,,68.676,69.184,0.508
038-2 - Dairy Queen PLot - 7 crows - Baited,,75.679,78.939,3.260
038-2 - Dairy Queen PLot - 7 crows - Baited,,80.679,89.678,8.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,92.176,92.677,0.501
038-2 - Dairy Queen PLot - 7 crows - Baited,,95.179,96.175,0.996
038-2 - Dairy Queen PLot - 7 crows - Baited,,100.178,100.935,0.757
038-2 - Dairy Queen PLot - 7 crows - Baited,,101.678,102.177,0.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,106.176,107.436,1.260
038-2 - Dairy Queen PLot - 7 crows - Baited,,112.182,112.938,0.756
038-2 - Dairy Queen PLot - 7 crows - Baited,,116.675,117.432,0.757
038-2 - Dairy Queen PLot - 7 crows - Baited,,118.44,119.175,0.735
038-2 - Dairy Queen PLot - 7 crows - Baited,,121.435,121.676,0.241
038-2 - Dairy Queen PLot - 7 crows - Baited,,123.676,124.178,0.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,125.179,126.933,1.754
038-2 - Dairy Queen PLot - 7 crows - Baited,,128.438,132.437,3.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,134.679,139.935,5.256
038-2 - Dairy Queen PLot - 7 crows - Baited,,143.439,144.677,1.238
038-2 - Dairy Queen PLot - 7 crows - Baited,,147.18,152.177,4.997
038-2 - Dairy Queen PLot - 7 crows - Baited,,152.677,152.933,0.256
038-2 - Dairy Queen PLot - 7 crows - Baited,,153.679,154.938,1.259
038-2 - Dairy Queen PLot - 7 crows - Baited,,156.539,159.039,2.500
038-2 - Dairy Queen PLot - 7 crows - Baited,,163.289,165.05,1.761
038-2 - Dairy Queen PLot - 7 crows - Baited,,171.553,172.291,0.738
038-2 - Dairy Queen PLot - 7 crows - Baited,,174.795,177.055,2.260
038-2 - Dairy Queen PLot - 7 crows - Baited,,177.292,178.294,1.002
