Observation id,Comment,Start time,Stop time,Duration (s)
031 - FVM - 2 crows - Baited,,6.4,7.139,0.739
031 - FVM - 2 crows - Baited,,7.89,8.639,0.749
031 - FVM - 2 crows - Baited,,10.64,11.39,0.750
031 - FVM - 2 crows - Baited,,12.64,13.139,0.499
031 - FVM - 2 crows - Baited,,15.14,16.398,1.258
031 - FVM - 2 crows - Baited,,17.4,17.91,0.510
031 - FVM - 2 crows - Baited,,18.649,20.402,1.753
031 - FVM - 2 crows - Baited,,21.153,26.654,5.501
031 - FVM - 2 crows - Baited,,27.906,29.405,1.499
031 - FVM - 2 crows - Baited,,30.155,30.917,0.762
031 - FVM - 2 crows - Baited,,31.406,32.154,0.748
031 - FVM - 2 crows - Baited,,34.657,35.417,0.760
031 - FVM - 2 crows - Baited,,36.168,37.418,1.250
031 - FVM - 2 crows - Baited,,39.168,39.667,0.499
031 - FVM - 2 crows - Baited,,40.919,41.671,0.752
031 - FVM - 2 crows - Baited,,42.168,42.418,0.250
031 - FVM - 2 crows - Baited,,44.168,45.667,1.499
031 - FVM - 2 crows - Baited,,48.168,48.671,0.503
031 - FVM - 2 crows - Baited,,49.682,50.181,0.499
031 - FVM - 2 crows - Baited,,51.182,54.432,3.250
031 - FVM - 2 crows - Baited,,55.437,55.932,0.495
031 - FVM - 2 crows - Baited,,56.933,57.432,0.499
031 - FVM - 2 crows - Baited,,58.682,59.681,0.999
031 - FVM - 2 crows - Baited,,60.182,61.432,1.250
031 - FVM - 2 crows - Baited,,63.195,63.944,0.749
031 - FVM - 2 crows - Baited,,65.195,65.944,0.749
031 - FVM - 2 crows - Baited,,68.484,70.944,2.460
031 - FVM - 2 crows - Baited,,72.445,74.944,2.499
031 - FVM - 2 crows - Baited,,76.695,78.444,1.749
031 - FVM - 2 crows - Baited,,79.945,81.694,1.749
031 - FVM - 2 crows - Baited,,82.945,84.444,1.499
031 - FVM - 2 crows - Baited,,85.445,86.444,0.999
031 - FVM - 2 crows - Baited,,87.445,87.944,0.499
031 - FVM - 2 crows - Baited,,90.695,93.194,2.499
031 - FVM - 2 crows - Baited,,97.945,99.194,1.249
031 - FVM - 2 crows - Baited,,100.195,101.444,1.249
031 - FVM - 2 crows - Baited,,103.945,104.694,0.749
031 - FVM - 2 crows - Baited,,106.445,108.194,1.749
031 - FVM - 2 crows - Baited,,109.195,109.444,0.249
031 - FVM - 2 crows - Baited,,110.195,111.444,1.249
031 - FVM - 2 crows - Baited,,111.745,112.494,0.749
031 - FVM - 2 crows - Baited,,113.245,114.024,0.779
031 - FVM - 2 crows - Baited,,114.745,115.244,0.499
031 - FVM - 2 crows - Baited,,117.245,117.744,0.499
031 - FVM - 2 crows - Baited,,118.995,119.244,0.249
031 - FVM - 2 crows - Baited,,121.495,122.744,1.249
031 - FVM - 2 crows - Baited,,124.495,126.244,1.749
031 - FVM - 2 crows - Baited,,127.995,128.494,0.499
031 - FVM - 2 crows - Baited,,130.995,132.244,1.249
031 - FVM - 2 crows - Baited,,134.745,135.994,1.249
031 - FVM - 2 crows - Baited,,136.995,138.744,1.749
031 - FVM - 2 crows - Baited,,140.996,141.244,0.248
031 - FVM - 2 crows - Baited,,145.496,146.244,0.748
031 - FVM - 2 crows - Baited,,147.745,149.495,1.750
031 - FVM - 2 crows - Baited,,151.996,152.784,0.788
031 - FVM - 2 crows - Baited,,154.536,155.284,0.748
