Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,36.157,36.918,0.761
037-2 - Dairy Queen PLot - 7 crows - Baited,,37.415,37.912,0.497
037-2 - Dairy Queen PLot - 7 crows - Baited,,40.157,41.915,1.758
037-2 - Dairy Queen PLot - 7 crows - Baited,,43.913,44.654,0.741
037-2 - Dairy Queen PLot - 7 crows - Baited,,53.913,55.412,1.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,62.952,65.696,2.744
037-2 - Dairy Queen PLot - 7 crows - Baited,,66.452,66.954,0.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,67.454,68.954,1.500
037-2 - Dairy Queen PLot - 7 crows - Baited,,69.195,69.957,0.762
037-2 - Dairy Queen PLot - 7 crows - Baited,,72.699,73.455,0.756
037-2 - Dairy Queen PLot - 7 crows - Baited,,73.696,75.451,1.755
037-2 - Dairy Queen PLot - 7 crows - Baited,,75.957,77.2,1.243
037-2 - Dairy Queen PLot - 7 crows - Baited,,77.462,79.215,1.753
037-2 - Dairy Queen PLot - 7 crows - Baited,,87.973,88.984,1.011
037-2 - Dairy Queen PLot - 7 crows - Baited,,90.223,91.728,1.505
037-2 - Dairy Queen PLot - 7 crows - Baited,,92.991,93.986,0.995
037-2 - Dairy Queen PLot - 7 crows - Baited,,95.231,95.986,0.755
037-2 - Dairy Queen PLot - 7 crows - Baited,,96.73,97.986,1.256
037-2 - Dairy Queen PLot - 7 crows - Baited,,107.23,111.732,4.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,131.762,134.013,2.251
037-2 - Dairy Queen PLot - 7 crows - Baited,,135.517,138.267,2.750
037-2 - Dairy Queen PLot - 7 crows - Baited,,139.273,142.026,2.753
