Observation id,Comment,Start time,Stop time,Duration (s)
039 - Glen Morris Dr - 2 crows - Baited,,2.401,6.401,4.000
039 - Glen Morris Dr - 2 crows - Baited,,7.651,9.899,2.248
039 - Glen Morris Dr - 2 crows - Baited,,13.401,14.9,1.499
039 - Glen Morris Dr - 2 crows - Baited,,15.401,16.65,1.249
039 - Glen Morris Dr - 2 crows - Baited,,18.417,19.412,0.995
039 - Glen Morris Dr - 2 crows - Baited,,19.652,19.653,0.001
039 - Glen Morris Dr - 2 crows - Baited,,21.154,26.913,5.759
039 - Glen Morris Dr - 2 crows - Baited,,30.416,32.409,1.993
039 - Glen Morris Dr - 2 crows - Baited,,34.154,36.153,1.999
039 - Glen Morris Dr - 2 crows - Baited,,38.414,40.412,1.998
039 - Glen Morris Dr - 2 crows - Baited,,43.654,50.654,7.000
039 - Glen Morris Dr - 2 crows - Baited,,53.914,57.152,3.238
039 - Glen Morris Dr - 2 crows - Baited,,57.915,61.413,3.498
039 - Glen Morris Dr - 2 crows - Baited,,68.701,72.467,3.766
039 - Glen Morris Dr - 2 crows - Baited,,73.963,79.462,5.499
039 - Glen Morris Dr - 2 crows - Baited,,90.962,102.705,11.743
039 - Glen Morris Dr - 2 crows - Baited,,103.203,112.24,9.037
039 - Glen Morris Dr - 2 crows - Baited,,117.001,124.739,7.738
039 - Glen Morris Dr - 2 crows - Baited,,126.741,138.998,12.257
039 - Glen Morris Dr - 2 crows - Baited,,140.74,144.241,3.501
