Observation id,Comment,Start time,Stop time,Duration (s)
040 - Dairy Queen PLot - 3 crows - Baited,,49.413,50.417,1.004
040 - Dairy Queen PLot - 3 crows - Baited,,52.919,53.162,0.243
040 - Dairy Queen PLot - 3 crows - Baited,,58.92,59.416,0.496
040 - Dairy Queen PLot - 3 crows - Baited,,60.415,61.419,1.004
040 - Dairy Queen PLot - 3 crows - Baited,,62.417,63.159,0.742
040 - Dairy Queen PLot - 3 crows - Baited,,65.156,66.655,1.499
040 - Dairy Queen PLot - 3 crows - Baited,,67.153,69.704,2.551
040 - Dairy Queen PLot - 3 crows - Baited,,70.964,72.201,1.237
040 - Dairy Queen PLot - 3 crows - Baited,,73.965,74.205,0.240
040 - Dairy Queen PLot - 3 crows - Baited,,75.703,77.462,1.759
040 - Dairy Queen PLot - 3 crows - Baited,,83.966,87.703,3.737
