Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,33.485,34.664,1.179
038-2 - Dairy Queen PLot - 7 crows - Baited,,38.164,40.916,2.752
038-2 - Dairy Queen PLot - 7 crows - Baited,,41.416,43.167,1.751
038-2 - Dairy Queen PLot - 7 crows - Baited,,48.666,51.914,3.248
038-2 - Dairy Queen PLot - 7 crows - Baited,,55.667,59.17,3.503
038-2 - Dairy Queen PLot - 7 crows - Baited,,60.43,61.169,0.739
038-2 - Dairy Queen PLot - 7 crows - Baited,,65.926,67.172,1.246
038-2 - Dairy Queen PLot - 7 crows - Baited,,74.932,75.425,0.493
038-2 - Dairy Queen PLot - 7 crows - Baited,,77.679,81.17,3.491
038-2 - Dairy Queen PLot - 7 crows - Baited,,82.17,83.967,1.797
038-2 - Dairy Queen PLot - 7 crows - Baited,,86.72,86.984,0.264
038-2 - Dairy Queen PLot - 7 crows - Baited,,90.724,90.985,0.261
038-2 - Dairy Queen PLot - 7 crows - Baited,,91.985,93.222,1.237
038-2 - Dairy Queen PLot - 7 crows - Baited,,97.98,98.728,0.748
038-2 - Dairy Queen PLot - 7 crows - Baited,,99.229,99.98,0.751
038-2 - Dairy Queen PLot - 7 crows - Baited,,103.229,103.48,0.251
038-2 - Dairy Queen PLot - 7 crows - Baited,,104.23,106.739,2.509
038-2 - Dairy Queen PLot - 7 crows - Baited,,108.988,112.738,3.750
038-2 - Dairy Queen PLot - 7 crows - Baited,,118.746,119.033,0.287
038-2 - Dairy Queen PLot - 7 crows - Baited,,123.504,124.252,0.748
038-2 - Dairy Queen PLot - 7 crows - Baited,,128.752,132.505,3.753
038-2 - Dairy Queen PLot - 7 crows - Baited,,135.003,135.004,0.001
038-2 - Dairy Queen PLot - 7 crows - Baited,,136.754,137.752,0.998
038-2 - Dairy Queen PLot - 7 crows - Baited,,138.754,139.02,0.266
038-2 - Dairy Queen PLot - 7 crows - Baited,,140.254,140.516,0.262
038-2 - Dairy Queen PLot - 7 crows - Baited,,143.517,144.517,1.000
038-2 - Dairy Queen PLot - 7 crows - Baited,,146.015,146.754,0.739
038-2 - Dairy Queen PLot - 7 crows - Baited,,147.518,147.755,0.237
038-2 - Dairy Queen PLot - 7 crows - Baited,,149.783,150.046,0.263
038-2 - Dairy Queen PLot - 7 crows - Baited,,152.047,152.284,0.237
038-2 - Dairy Queen PLot - 7 crows - Baited,,153.785,155.287,1.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,157.291,157.793,0.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,158.292,159.791,1.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,165.29,167.792,2.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,169.793,172.054,2.261
038-2 - Dairy Queen PLot - 7 crows - Baited,,172.793,173.793,1.000
038-2 - Dairy Queen PLot - 7 crows - Baited,,177.053,179.052,1.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,180.554,188.294,7.740
038-2 - Dairy Queen PLot - 7 crows - Baited,,189.295,191.798,2.503
038-2 - Dairy Queen PLot - 7 crows - Baited,,194.793,195.051,0.258
038-2 - Dairy Queen PLot - 7 crows - Baited,,196.58,197.079,0.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,197.592,200.596,3.004
038-2 - Dairy Queen PLot - 7 crows - Baited,,209.837,216.831,6.994
038-2 - Dairy Queen PLot - 7 crows - Baited,,219.095,219.836,0.741
038-2 - Dairy Queen PLot - 7 crows - Baited,,221.094,221.596,0.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,223.595,235.337,11.742
038-2 - Dairy Queen PLot - 7 crows - Baited,,238.34,242.592,4.252
