Observation id,Comment,Start time,Stop time,Duration (s)
037 - Lancaster Park - 4 crows - No Bait,,3.403,4.151,0.748
037 - Lancaster Park - 4 crows - No Bait,,5.658,6.89,1.232
037 - Lancaster Park - 4 crows - No Bait,,13.389,13.889,0.500
037 - Lancaster Park - 4 crows - No Bait,,34.406,35.904,1.498
037 - Lancaster Park - 4 crows - No Bait,,42.399,43.905,1.506
037 - Lancaster Park - 4 crows - No Bait,,43.906,49.641,5.735
037 - Lancaster Park - 4 crows - No Bait,,63.902,64.402,0.500
037 - Lancaster Park - 4 crows - No Bait,,80.402,82.647,2.245
037 - Lancaster Park - 4 crows - No Bait,,83.643,85.904,2.261
037 - Lancaster Park - 4 crows - No Bait,,88.647,89.149,0.502
037 - Lancaster Park - 4 crows - No Bait,,90.646,92.9,2.254
037 - Lancaster Park - 4 crows - No Bait,,97.402,99.14,1.738
037 - Lancaster Park - 4 crows - No Bait,,118.146,118.647,0.501
037 - Lancaster Park - 4 crows - No Bait,,120.405,120.903,0.498
037 - Lancaster Park - 4 crows - No Bait,,121.404,121.898,0.494
037 - Lancaster Park - 4 crows - No Bait,,123.148,123.401,0.253
037 - Lancaster Park - 4 crows - No Bait,,124.148,125.91,1.762
