Observation id,Comment,Start time,Stop time,Duration (s)
033 - NF Subways PLot - 2 crows - Baited,,96.228,97.925,1.697
033 - NF Subways PLot - 2 crows - Baited,,99.162,100.665,1.503
033 - NF Subways PLot - 2 crows - Baited,,102.985,103.981,0.996
033 - NF Subways PLot - 2 crows - Baited,,103.982,106.732,2.750
033 - NF Subways PLot - 2 crows - Baited,,106.733,114.247,7.514
033 - NF Subways PLot - 2 crows - Baited,,116.006,128.523,12.517
033 - NF Subways PLot - 2 crows - Baited,,254.635,268.892,14.257
033 - NF Subways PLot - 2 crows - Baited,,292.661,293.425,0.764
033 - NF Subways PLot - 2 crows - Baited,,297.191,299.697,2.506
033 - NF Subways PLot - 2 crows - Baited,,301.204,302.695,1.491
033 - NF Subways PLot - 2 crows - Baited,,303.198,304.438,1.240
033 - NF Subways PLot - 2 crows - Baited,,305.686,308.938,3.252
033 - NF Subways PLot - 2 crows - Baited,,638.221,639.983,1.762
033 - NF Subways PLot - 2 crows - Baited,,645.981,652.723,6.742
033 - NF Subways PLot - 2 crows - Baited,,722.224,723.718,1.494
033 - NF Subways PLot - 2 crows - Baited,,725.222,727.723,2.501
033 - NF Subways PLot - 2 crows - Baited,,733.983,735.221,1.238
033 - NF Subways PLot - 2 crows - Baited,,740.228,741.479,1.251
033 - NF Subways PLot - 2 crows - Baited,,742.725,744.48,1.755
033 - NF Subways PLot - 2 crows - Baited,,745.224,753.478,8.254
033 - NF Subways PLot - 2 crows - Baited,,755.484,762.39,6.906
033 - NF Subways PLot - 2 crows - Baited,,762.391,764.475,2.084
033 - NF Subways PLot - 2 crows - Baited,,875.474,877.737,2.263
033 - NF Subways PLot - 2 crows - Baited,,877.738,879.473,1.735
033 - NF Subways PLot - 2 crows - Baited,,879.474,883.471,3.997
033 - NF Subways PLot - 2 crows - Baited,,886.476,895.729,9.253
033 - NF Subways PLot - 2 crows - Baited,,933.971,936.234,2.263
