Observation id,Comment,Start time,Stop time,Duration (s)
034 - NF Subways PLot - 1 crow - Baited,,74.67,75.168,0.498
034 - NF Subways PLot - 1 crow - Baited,,80.927,82.477,1.550
034 - NF Subways PLot - 1 crow - Baited,,89.72,90.228,0.508
034 - NF Subways PLot - 1 crow - Baited,,95.488,96.229,0.741
034 - NF Subways PLot - 1 crow - Baited,,107.729,108.491,0.762
034 - NF Subways PLot - 1 crow - Baited,,109.986,112.485,2.499
034 - NF Subways PLot - 1 crow - Baited,,113.731,114.73,0.999
034 - NF Subways PLot - 1 crow - Baited,,115.228,115.488,0.260
034 - NF Subways PLot - 1 crow - Baited,,116.489,116.989,0.500
034 - NF Subways PLot - 1 crow - Baited,,118.23,120.728,2.498
034 - NF Subways PLot - 1 crow - Baited,,123.729,127.329,3.600
