Observation id,Comment,Start time,Stop time,Duration (s)
036 - FVM - 2 crows - Baited,,772.347,773.107,0.760
036 - FVM - 2 crows - Baited,,774.11,779.102,4.992
036 - FVM - 2 crows - Baited,,781.348,785.352,4.004
036 - FVM - 2 crows - Baited,,786.107,787.347,1.240
036 - FVM - 2 crows - Baited,,787.853,790.853,3.000
036 - FVM - 2 crows - Baited,,791.605,793.346,1.741
036 - FVM - 2 crows - Baited,,794.852,795.597,0.745
036 - FVM - 2 crows - Baited,,806.111,808.11,1.999
036 - FVM - 2 crows - Baited,,809.611,810.111,0.500
036 - FVM - 2 crows - Baited,,810.852,812.851,1.999
036 - FVM - 2 crows - Baited,,813.853,814.353,0.500
036 - FVM - 2 crows - Baited,,816.608,818.619,2.011
036 - FVM - 2 crows - Baited,,818.867,823.11,4.243
036 - FVM - 2 crows - Baited,,823.853,825.852,1.999
036 - FVM - 2 crows - Baited,,830.354,831.855,1.501
036 - FVM - 2 crows - Baited,,832.352,832.852,0.500
036 - FVM - 2 crows - Baited,,833.853,835.351,1.498
036 - FVM - 2 crows - Baited,,837.613,839.112,1.499
036 - FVM - 2 crows - Baited,,839.353,842.855,3.502
036 - FVM - 2 crows - Baited,,843.354,844.107,0.753
036 - FVM - 2 crows - Baited,,844.853,845.352,0.499
036 - FVM - 2 crows - Baited,,845.613,846.352,0.739
036 - FVM - 2 crows - Baited,,850.613,853.61,2.997
036 - FVM - 2 crows - Baited,,855.113,856.609,1.496
036 - FVM - 2 crows - Baited,,857.11,860.61,3.500
036 - FVM - 2 crows - Baited,,861.11,862.244,1.134
