Observation id,Comment,Start time,Stop time,Duration (s)
037 - Lancaster Park - 4 crows - No Bait,,0.0,1.439,1.439
037 - Lancaster Park - 4 crows - No Bait,,10.16,11.909,1.749
037 - Lancaster Park - 4 crows - No Bait,,12.158,15.653,3.495
037 - Lancaster Park - 4 crows - No Bait,,18.916,20.156,1.240
037 - Lancaster Park - 4 crows - No Bait,,21.656,23.415,1.759
037 - Lancaster Park - 4 crows - No Bait,,25.653,31.655,6.002
037 - Lancaster Park - 4 crows - No Bait,,65.2,66.461,1.261
037 - Lancaster Park - 4 crows - No Bait,,66.701,68.197,1.496
037 - Lancaster Park - 4 crows - No Bait,,69.464,72.459,2.995
037 - Lancaster Park - 4 crows - No Bait,,73.2,76.461,3.261
037 - Lancaster Park - 4 crows - No Bait,,131.259,134.759,3.500
037 - Lancaster Park - 4 crows - No Bait,,135.01,140.522,5.512
