Observation id,Comment,Start time,Stop time,Duration (s)
020 - FVM - 2 crows - No Bait,,3.639,6.386,2.747
020 - FVM - 2 crows - No Bait,,10.413,20.899,10.486
020 - FVM - 2 crows - No Bait,,24.408,26.159,1.751
020 - FVM - 2 crows - No Bait,,27.91,27.911,0.001
020 - FVM - 2 crows - No Bait,,38.411,38.908,0.497
020 - FVM - 2 crows - No Bait,,41.927,42.675,0.748
020 - FVM - 2 crows - No Bait,,44.423,45.933,1.510
020 - FVM - 2 crows - No Bait,,48.423,48.424,0.001
020 - FVM - 2 crows - No Bait,,51.517,52.425,0.908
020 - FVM - 2 crows - No Bait,,61.445,62.446,1.001
020 - FVM - 2 crows - No Bait,,63.45,63.949,0.499
020 - FVM - 2 crows - No Bait,,64.699,65.487,0.788
020 - FVM - 2 crows - No Bait,,72.709,74.714,2.005
