Observation id,Comment,Start time,Stop time,Duration (s)
033 - NF Subways PLot - 2 crows - Baited,,25.405,26.653,1.248
033 - NF Subways PLot - 2 crows - Baited,,38.655,39.652,0.997
033 - NF Subways PLot - 2 crows - Baited,,40.903,42.402,1.499
033 - NF Subways PLot - 2 crows - Baited,,42.652,44.652,2.000
033 - NF Subways PLot - 2 crows - Baited,,45.155,47.153,1.998
033 - NF Subways PLot - 2 crows - Baited,,47.925,50.902,2.977
033 - NF Subways PLot - 2 crows - Baited,,51.406,53.151,1.745
033 - NF Subways PLot - 2 crows - Baited,,54.663,56.428,1.765
033 - NF Subways PLot - 2 crows - Baited,,57.159,58.165,1.006
033 - NF Subways PLot - 2 crows - Baited,,59.921,61.661,1.740
033 - NF Subways PLot - 2 crows - Baited,,62.419,67.42,5.001
033 - NF Subways PLot - 2 crows - Baited,,68.426,70.16,1.734
033 - NF Subways PLot - 2 crows - Baited,,72.66,74.159,1.499
033 - NF Subways PLot - 2 crows - Baited,,74.662,76.163,1.501
033 - NF Subways PLot - 2 crows - Baited,,76.918,79.422,2.504
033 - NF Subways PLot - 2 crows - Baited,,79.92,81.661,1.741
033 - NF Subways PLot - 2 crows - Baited,,82.162,83.162,1.000
033 - NF Subways PLot - 2 crows - Baited,,83.662,84.42,0.758
033 - NF Subways PLot - 2 crows - Baited,,85.923,87.661,1.738
033 - NF Subways PLot - 2 crows - Baited,,996.38,999.884,3.504
033 - NF Subways PLot - 2 crows - Baited,,1001.882,1003.633,1.751
