Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,114.219,116.99,2.771
037-2 - Dairy Queen PLot - 7 crows - Baited,,117.721,126.008,8.287
037-2 - Dairy Queen PLot - 7 crows - Baited,,128.262,135.263,7.001
037-2 - Dairy Queen PLot - 7 crows - Baited,,137.026,139.763,2.737
037-2 - Dairy Queen PLot - 7 crows - Baited,,142.522,146.024,3.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,146.266,155.289,9.023
037-2 - Dairy Queen PLot - 7 crows - Baited,,161.792,165.795,4.003
037-2 - Dairy Queen PLot - 7 crows - Baited,,167.797,180.792,12.995
037-2 - Dairy Queen PLot - 7 crows - Baited,,183.547,196.045,12.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,198.797,198.944,0.147
037-2 - Dairy Queen PLot - 7 crows - Baited,,267.336,268.084,0.748
037-2 - Dairy Queen PLot - 7 crows - Baited,,271.335,272.083,0.748
037-2 - Dairy Queen PLot - 7 crows - Baited,,272.584,273.083,0.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,274.584,275.584,1.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,302.701,305.695,2.994
037-2 - Dairy Queen PLot - 7 crows - Baited,,308.937,309.938,1.001
037-2 - Dairy Queen PLot - 7 crows - Baited,,313.198,314.438,1.240
037-2 - Dairy Queen PLot - 7 crows - Baited,,315.438,315.936,0.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,318.436,319.195,0.759
037-2 - Dairy Queen PLot - 7 crows - Baited,,320.197,323.934,3.737
037-2 - Dairy Queen PLot - 7 crows - Baited,,324.435,325.934,1.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,326.936,330.214,3.278
037-2 - Dairy Queen PLot - 7 crows - Baited,,331.466,335.467,4.001
037-2 - Dairy Queen PLot - 7 crows - Baited,,338.469,340.728,2.259
037-2 - Dairy Queen PLot - 7 crows - Baited,,343.224,344.465,1.241
037-2 - Dairy Queen PLot - 7 crows - Baited,,347.226,347.466,0.240
037-2 - Dairy Queen PLot - 7 crows - Baited,,352.227,353.725,1.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,355.228,356.469,1.241
037-2 - Dairy Queen PLot - 7 crows - Baited,,357.227,364.967,7.740
037-2 - Dairy Queen PLot - 7 crows - Baited,,367.728,373.968,6.240
037-2 - Dairy Queen PLot - 7 crows - Baited,,375.228,378.466,3.238
037-2 - Dairy Queen PLot - 7 crows - Baited,,379.725,381.225,1.500
037-2 - Dairy Queen PLot - 7 crows - Baited,,382.724,386.969,4.245
037-2 - Dairy Queen PLot - 7 crows - Baited,,412.295,414.044,1.749
037-2 - Dairy Queen PLot - 7 crows - Baited,,415.044,415.793,0.749
037-2 - Dairy Queen PLot - 7 crows - Baited,,418.045,420.793,2.748
037-2 - Dairy Queen PLot - 7 crows - Baited,,423.045,424.293,1.248
037-2 - Dairy Queen PLot - 7 crows - Baited,,429.811,431.042,1.231
037-2 - Dairy Queen PLot - 7 crows - Baited,,431.293,432.542,1.249
037-2 - Dairy Queen PLot - 7 crows - Baited,,433.544,434.792,1.248
037-2 - Dairy Queen PLot - 7 crows - Baited,,436.046,442.808,6.762
037-2 - Dairy Queen PLot - 7 crows - Baited,,445.807,447.547,1.740
