Observation id,Comment,Start time,Stop time,Duration (s)
039 - Glen Morris Dr - 2 crows - Baited,,3.401,4.658,1.257
039 - Glen Morris Dr - 2 crows - Baited,,5.654,6.409,0.755
039 - Glen Morris Dr - 2 crows - Baited,,7.158,9.16,2.002
039 - Glen Morris Dr - 2 crows - Baited,,9.911,11.143,1.232
039 - Glen Morris Dr - 2 crows - Baited,,15.646,20.149,4.503
039 - Glen Morris Dr - 2 crows - Baited,,20.908,21.408,0.500
039 - Glen Morris Dr - 2 crows - Baited,,22.415,26.155,3.740
039 - Glen Morris Dr - 2 crows - Baited,,37.908,40.405,2.497
039 - Glen Morris Dr - 2 crows - Baited,,42.156,43.155,0.999
039 - Glen Morris Dr - 2 crows - Baited,,45.156,47.155,1.999
039 - Glen Morris Dr - 2 crows - Baited,,51.947,52.685,0.738
039 - Glen Morris Dr - 2 crows - Baited,,61.946,63.444,1.498
039 - Glen Morris Dr - 2 crows - Baited,,63.945,65.445,1.500
039 - Glen Morris Dr - 2 crows - Baited,,65.944,67.447,1.503
039 - Glen Morris Dr - 2 crows - Baited,,68.187,74.684,6.497
039 - Glen Morris Dr - 2 crows - Baited,,76.447,77.684,1.237
039 - Glen Morris Dr - 2 crows - Baited,,88.686,89.446,0.760
039 - Glen Morris Dr - 2 crows - Baited,,90.187,92.975,2.788
039 - Glen Morris Dr - 2 crows - Baited,,94.491,95.727,1.236
039 - Glen Morris Dr - 2 crows - Baited,,96.228,104.727,8.499
039 - Glen Morris Dr - 2 crows - Baited,,105.73,106.489,0.759
039 - Glen Morris Dr - 2 crows - Baited,,106.987,107.488,0.501
039 - Glen Morris Dr - 2 crows - Baited,,108.23,109.986,1.756
039 - Glen Morris Dr - 2 crows - Baited,,110.728,112.729,2.001
039 - Glen Morris Dr - 2 crows - Baited,,154.545,155.546,1.001
039 - Glen Morris Dr - 2 crows - Baited,,155.786,157.785,1.999
039 - Glen Morris Dr - 2 crows - Baited,,159.288,160.793,1.505
039 - Glen Morris Dr - 2 crows - Baited,,162.056,162.794,0.738
039 - Glen Morris Dr - 2 crows - Baited,,163.045,166.298,3.253
039 - Glen Morris Dr - 2 crows - Baited,,168.049,169.302,1.253
039 - Glen Morris Dr - 2 crows - Baited,,169.803,171.562,1.759
039 - Glen Morris Dr - 2 crows - Baited,,171.803,175.061,3.258
039 - Glen Morris Dr - 2 crows - Baited,,176.061,178.301,2.240
039 - Glen Morris Dr - 2 crows - Baited,,178.803,181.56,2.757
039 - Glen Morris Dr - 2 crows - Baited,,182.061,189.56,7.499
039 - Glen Morris Dr - 2 crows - Baited,,190.062,191.561,1.499
039 - Glen Morris Dr - 2 crows - Baited,,191.803,194.062,2.259
039 - Glen Morris Dr - 2 crows - Baited,,194.302,195.078,0.776
039 - Glen Morris Dr - 2 crows - Baited,,195.829,199.591,3.762
039 - Glen Morris Dr - 2 crows - Baited,,199.831,201.591,1.760
039 - Glen Morris Dr - 2 crows - Baited,,201.832,204.332,2.500
039 - Glen Morris Dr - 2 crows - Baited,,204.831,206.832,2.001
039 - Glen Morris Dr - 2 crows - Baited,,207.334,209.331,1.997
039 - Glen Morris Dr - 2 crows - Baited,,209.59,211.833,2.243
039 - Glen Morris Dr - 2 crows - Baited,,212.092,212.33,0.238
039 - Glen Morris Dr - 2 crows - Baited,,213.332,214.831,1.499
039 - Glen Morris Dr - 2 crows - Baited,,215.332,218.33,2.998
039 - Glen Morris Dr - 2 crows - Baited,,219.831,220.331,0.500
039 - Glen Morris Dr - 2 crows - Baited,,221.59,224.332,2.742
039 - Glen Morris Dr - 2 crows - Baited,,224.834,225.832,0.998
039 - Glen Morris Dr - 2 crows - Baited,,226.833,230.593,3.760
039 - Glen Morris Dr - 2 crows - Baited,,230.831,232.091,1.260
039 - Glen Morris Dr - 2 crows - Baited,,234.091,237.34,3.249
039 - Glen Morris Dr - 2 crows - Baited,,238.331,239.089,0.758
039 - Glen Morris Dr - 2 crows - Baited,,241.833,244.09,2.257
039 - Glen Morris Dr - 2 crows - Baited,,244.831,245.088,0.257
039 - Glen Morris Dr - 2 crows - Baited,,247.831,249.831,2.000
039 - Glen Morris Dr - 2 crows - Baited,,250.089,252.333,2.244
039 - Glen Morris Dr - 2 crows - Baited,,252.831,254.089,1.258
039 - Glen Morris Dr - 2 crows - Baited,,254.333,255.831,1.498
039 - Glen Morris Dr - 2 crows - Baited,,256.589,259.334,2.745
039 - Glen Morris Dr - 2 crows - Baited,,260.088,261.332,1.244
039 - Glen Morris Dr - 2 crows - Baited,,261.589,263.59,2.001
