Observation id,Comment,Start time,Stop time,Duration (s)
029 - FVM - 2 crows - Baited,,4.387,5.412,1.025
029 - FVM - 2 crows - Baited,,9.418,11.415,1.997
029 - FVM - 2 crows - Baited,,16.403,16.404,0.001
029 - FVM - 2 crows - Baited,,17.404,19.151,1.747
029 - FVM - 2 crows - Baited,,22.428,22.927,0.499
029 - FVM - 2 crows - Baited,,27.907,28.415,0.508
029 - FVM - 2 crows - Baited,,29.415,29.92,0.505
029 - FVM - 2 crows - Baited,,33.168,33.914,0.746
029 - FVM - 2 crows - Baited,,355.228,357.238,2.010
029 - FVM - 2 crows - Baited,,357.739,358.739,1.000
029 - FVM - 2 crows - Baited,,364.241,367.74,3.499
029 - FVM - 2 crows - Baited,,367.99,368.487,0.497
029 - FVM - 2 crows - Baited,,368.991,370.739,1.748
029 - FVM - 2 crows - Baited,,378.988,379.988,1.000
029 - FVM - 2 crows - Baited,,411.994,413.251,1.257
029 - FVM - 2 crows - Baited,,420.993,424.251,3.258
029 - FVM - 2 crows - Baited,,425.252,426.494,1.242
029 - FVM - 2 crows - Baited,,428.492,429.258,0.766
029 - FVM - 2 crows - Baited,,430.063,431.314,1.251
029 - FVM - 2 crows - Baited,,432.564,434.832,2.268
029 - FVM - 2 crows - Baited,,435.328,435.834,0.506
029 - FVM - 2 crows - Baited,,437.069,437.84,0.771
029 - FVM - 2 crows - Baited,,438.566,439.332,0.766
029 - FVM - 2 crows - Baited,,440.067,442.561,2.494
029 - FVM - 2 crows - Baited,,450.832,452.075,1.243
029 - FVM - 2 crows - Baited,,453.572,454.825,1.253
029 - FVM - 2 crows - Baited,,455.569,457.568,1.999
029 - FVM - 2 crows - Baited,,459.566,460.327,0.761
029 - FVM - 2 crows - Baited,,461.067,464.567,3.500
029 - FVM - 2 crows - Baited,,467.568,473.325,5.757
029 - FVM - 2 crows - Baited,,475.331,476.83,1.499
029 - FVM - 2 crows - Baited,,477.331,478.829,1.498
029 - FVM - 2 crows - Baited,,480.327,482.325,1.998
029 - FVM - 2 crows - Baited,,483.067,485.564,2.497
029 - FVM - 2 crows - Baited,,486.066,486.566,0.500
029 - FVM - 2 crows - Baited,,487.072,489.066,1.994
029 - FVM - 2 crows - Baited,,489.566,494.123,4.557
029 - FVM - 2 crows - Baited,,495.626,496.628,1.002
029 - FVM - 2 crows - Baited,,498.631,501.632,3.001
029 - FVM - 2 crows - Baited,,502.632,503.632,1.000
