Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,68.437,69.936,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,70.687,72.186,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,75.187,76.186,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,78.687,79.186,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,79.437,79.686,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,79.937,80.686,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,99.937,101.686,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,102.937,104.686,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,112.687,113.436,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,122.187,122.686,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,149.272,151.271,1.999
