Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,8.404,21.654,13.250
037-2 - Dairy Queen PLot - 7 crows - Baited,,23.912,25.155,1.243
037-2 - Dairy Queen PLot - 7 crows - Baited,,27.414,29.414,2.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,30.916,35.415,4.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,36.919,37.414,0.495
037-2 - Dairy Queen PLot - 7 crows - Baited,,38.653,40.156,1.503
037-2 - Dairy Queen PLot - 7 crows - Baited,,41.916,42.914,0.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,44.655,48.155,3.500
037-2 - Dairy Queen PLot - 7 crows - Baited,,49.653,53.912,4.259
037-2 - Dairy Queen PLot - 7 crows - Baited,,55.413,57.413,2.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,62.197,62.951,0.754
037-2 - Dairy Queen PLot - 7 crows - Baited,,65.697,66.451,0.754
037-2 - Dairy Queen PLot - 7 crows - Baited,,66.955,67.453,0.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,68.955,69.194,0.239
037-2 - Dairy Queen PLot - 7 crows - Baited,,69.958,72.698,2.740
037-2 - Dairy Queen PLot - 7 crows - Baited,,73.456,73.695,0.239
037-2 - Dairy Queen PLot - 7 crows - Baited,,75.452,75.956,0.504
037-2 - Dairy Queen PLot - 7 crows - Baited,,77.201,77.461,0.260
037-2 - Dairy Queen PLot - 7 crows - Baited,,79.216,79.472,0.256
037-2 - Dairy Queen PLot - 7 crows - Baited,,84.468,87.223,2.755
037-2 - Dairy Queen PLot - 7 crows - Baited,,88.985,89.725,0.740
037-2 - Dairy Queen PLot - 7 crows - Baited,,91.729,92.228,0.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,95.987,96.729,0.742
037-2 - Dairy Queen PLot - 7 crows - Baited,,97.987,101.987,4.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,111.733,112.228,0.495
037-2 - Dairy Queen PLot - 7 crows - Baited,,113.488,113.99,0.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,128.751,131.761,3.010
037-2 - Dairy Queen PLot - 7 crows - Baited,,134.014,135.516,1.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,138.268,139.272,1.004
