Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,45.429,47.926,2.497
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,52.677,53.936,1.259
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,55.687,56.186,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,56.687,57.186,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,58.437,58.936,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,60.937,63.436,2.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,64.937,66.436,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,67.937,68.436,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,74.687,75.186,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,77.687,78.686,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,81.937,86.436,4.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,86.937,88.686,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,92.437,96.186,3.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,96.687,97.436,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,97.937,98.936,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,99.687,99.936,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,115.437,115.936,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,116.937,118.186,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,118.437,118.936,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,119.687,121.686,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,132.187,136.686,4.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,138.687,139.186,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,140.022,140.771,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,143.522,149.021,5.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,154.772,156.271,1.499
