Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,246.877,247.637,0.760
038-2 - Dairy Queen PLot - 7 crows - Baited,,248.139,248.874,0.735
038-2 - Dairy Queen PLot - 7 crows - Baited,,249.377,249.638,0.261
038-2 - Dairy Queen PLot - 7 crows - Baited,,249.876,250.382,0.506
038-2 - Dairy Queen PLot - 7 crows - Baited,,253.151,253.384,0.233
038-2 - Dairy Queen PLot - 7 crows - Baited,,254.147,256.14,1.993
038-2 - Dairy Queen PLot - 7 crows - Baited,,256.891,258.645,1.754
038-2 - Dairy Queen PLot - 7 crows - Baited,,260.152,261.653,1.501
038-2 - Dairy Queen PLot - 7 crows - Baited,,265.151,265.39,0.239
