Observation id,Comment,Start time,Stop time,Duration (s)
035 - Charles Ansell Park - 3 crows - No Bait,,2.903,3.901,0.998
035 - Charles Ansell Park - 3 crows - No Bait,,4.65,5.9,1.250
035 - Charles Ansell Park - 3 crows - No Bait,,6.402,7.649,1.247
035 - Charles Ansell Park - 3 crows - No Bait,,8.65,8.934,0.284
035 - Charles Ansell Park - 3 crows - No Bait,,193.325,193.824,0.499
035 - Charles Ansell Park - 3 crows - No Bait,,194.825,195.093,0.268
035 - Charles Ansell Park - 3 crows - No Bait,,196.6,197.828,1.228
035 - Charles Ansell Park - 3 crows - No Bait,,199.329,201.579,2.250
035 - Charles Ansell Park - 3 crows - No Bait,,203.104,204.096,0.992
035 - Charles Ansell Park - 3 crows - No Bait,,205.097,205.832,0.735
035 - Charles Ansell Park - 3 crows - No Bait,,206.594,208.104,1.510
035 - Charles Ansell Park - 3 crows - No Bait,,209.106,209.615,0.509
035 - Charles Ansell Park - 3 crows - No Bait,,304.435,305.935,1.500
035 - Charles Ansell Park - 3 crows - No Bait,,307.939,308.939,1.000
