Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,131.268,133.263,1.995
037-2 - Dairy Queen PLot - 7 crows - Baited,,133.767,134.522,0.755
037-2 - Dairy Queen PLot - 7 crows - Baited,,135.024,136.262,1.238
037-2 - Dairy Queen PLot - 7 crows - Baited,,136.764,138.264,1.500
037-2 - Dairy Queen PLot - 7 crows - Baited,,140.024,140.766,0.742
037-2 - Dairy Queen PLot - 7 crows - Baited,,141.267,143.021,1.754
037-2 - Dairy Queen PLot - 7 crows - Baited,,145.034,146.275,1.241
037-2 - Dairy Queen PLot - 7 crows - Baited,,149.781,152.038,2.257
037-2 - Dairy Queen PLot - 7 crows - Baited,,157.039,157.536,0.497
037-2 - Dairy Queen PLot - 7 crows - Baited,,158.54,159.536,0.996
037-2 - Dairy Queen PLot - 7 crows - Baited,,160.282,161.28,0.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,164.779,167.778,2.999
037-2 - Dairy Queen PLot - 7 crows - Baited,,168.539,170.039,1.500
037-2 - Dairy Queen PLot - 7 crows - Baited,,171.04,172.542,1.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,173.039,175.281,2.242
037-2 - Dairy Queen PLot - 7 crows - Baited,,179.782,183.039,3.257
037-2 - Dairy Queen PLot - 7 crows - Baited,,183.539,185.28,1.741
037-2 - Dairy Queen PLot - 7 crows - Baited,,185.54,187.538,1.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,188.038,189.537,1.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,190.041,192.542,2.501
037-2 - Dairy Queen PLot - 7 crows - Baited,,192.782,196.037,3.255
037-2 - Dairy Queen PLot - 7 crows - Baited,,196.781,198.944,2.163
