Observation id,Comment,Start time,Stop time,Duration (s)
037 - Lancaster Park - 4 crows - No Bait,,0.0,3.402,3.402
037 - Lancaster Park - 4 crows - No Bait,,11.39,11.888,0.498
037 - Lancaster Park - 4 crows - No Bait,,12.14,13.388,1.248
037 - Lancaster Park - 4 crows - No Bait,,19.891,20.645,0.754
037 - Lancaster Park - 4 crows - No Bait,,21.146,34.405,13.259
037 - Lancaster Park - 4 crows - No Bait,,37.641,42.398,4.757
037 - Lancaster Park - 4 crows - No Bait,,49.642,53.147,3.505
037 - Lancaster Park - 4 crows - No Bait,,62.645,63.901,1.256
037 - Lancaster Park - 4 crows - No Bait,,64.403,65.642,1.239
037 - Lancaster Park - 4 crows - No Bait,,68.902,80.401,11.499
037 - Lancaster Park - 4 crows - No Bait,,92.901,97.401,4.500
037 - Lancaster Park - 4 crows - No Bait,,99.141,100.648,1.507
037 - Lancaster Park - 4 crows - No Bait,,117.4,118.145,0.745
037 - Lancaster Park - 4 crows - No Bait,,118.648,120.404,1.756
037 - Lancaster Park - 4 crows - No Bait,,120.904,121.403,0.499
037 - Lancaster Park - 4 crows - No Bait,,121.899,122.404,0.505
037 - Lancaster Park - 4 crows - No Bait,,123.402,124.147,0.745
