Observation id,Comment,Start time,Stop time,Duration (s)
043 - Ontario Bodyshop PLot - 2 crows - Baited,,149.031,151.033,2.002
043 - Ontario Bodyshop PLot - 2 crows - Baited,,151.283,152.281,0.998
043 - Ontario Bodyshop PLot - 2 crows - Baited,,196.326,198.574,2.248
043 - Ontario Bodyshop PLot - 2 crows - Baited,,200.826,204.587,3.761
043 - Ontario Bodyshop PLot - 2 crows - Baited,,204.588,206.135,1.547
043 - Ontario Bodyshop PLot - 2 crows - Baited,,208.837,210.336,1.499
043 - Ontario Bodyshop PLot - 2 crows - Baited,,210.337,212.334,1.997
043 - Ontario Bodyshop PLot - 2 crows - Baited,,212.335,214.836,2.501
043 - Ontario Bodyshop PLot - 2 crows - Baited,,216.85,217.349,0.499
043 - Ontario Bodyshop PLot - 2 crows - Baited,,226.36,226.852,0.492
